BBBPIPO-1-1998,1267683,1852690,8012863
BBBPIPO-1-2000,1739510,2214658,8373558
BBBPIPO-1-2001,1756361,2214799,8308363
BBBPIPO-1-2002,1186906,2253266,8259997
BBBPIPO-1-2003,1355828,2301279,8292594
BBBPIPO-1-2016,1737925,2601163,7513292
BBBPIPO-1-2019,1877021,2073661,7879573
BBBPIPO-1-2020,1208138,2079459,7808721
BBBPIPO-1-2021,1596552,2068287,7767567
BBBPIPO-1-2023,1733776,2048559,7907504
BBBPIPO-1-2024,1163170,1999132,7856522
BBBPIPO-1-3882,1360845,1091277,8777104
BBBPIPO-1-3902,1687744,1083287,8669129
BBBPIPO-1-3903,1505383,1105349,8699393
BBBPIPO-1-6178,1360856,1090782,8708302
BBBPIPO-1-6179,1316885,1089722,8652794
BBBPIPO-1-6214,1548436,1022759,8695716
BBBPIPO-1-6218,1940973,1099692,8675351
BBBPIPO-1-6219,1533768,1060094,8693736
BBBPIPO-1-7129,1400192,1077772,8824551
BBBPIPO-1-7130,1444566,1050831,8653502
BBBPIPO-1-7131,1374542,1131088,8649612
BBBPIPO-2-1642,1357716,4062116,8313666
BBBPIPO-2-1661,1277627,3328139,7865360
BBBPIPO-2-1665,1673848,3075207,7860906
BBBPIPO-2-1674,1631183,2825103,7538253
BBBPIPO-2-1000,1232019,4948828,9848088
BBBPIPO-2-1590,1266397,4981213,9821359
BBBPIPO-2-1591,1607875,4872319,9698323
BBBPIPO-2-1592,1515122,4818862,9682483
BBBPIPO-2-1593,1645212,5013033,9516596
BBBPIPO-2-1594,1497086,3911926,9899282
BBBPIPO-2-1595,1205820,3639832,9817824
BBBPIPO-2-1597,1394122,3577748,9843138
BBBPIPO-2-1598,1862693,3139412,9778013
BBBPIPO-2-1599,974230,2877005,9954154
BBBPIPO-2-1600,1933626,3246892,9466887
BBBPIPO-2-1601,1673684,3172505,9077412
BBBPIPO-2-1602,1708683,3553070,9386983
BBBPIPO-2-1607,1360930,4764556,9315354
BBBPIPO-2-1610,1350134,4837671,9049906
BBBPIPO-2-1611,1334180,5007942,9013985
BBBPIPO-2-1612,1872243,5070804,8576356
BBBPIPO-2-1613,1631231,4815255,8643814
BBBPIPO-2-1614,1728030,4692007,8652512
BBBPIPO-2-1615,1707977,4592517,8841097
BBBPIPO-2-1617,1614359,3508310,8803832
BBBPIPO-2-1619,1190861,3446367,8930829
BBBPIPO-2-1620,1490582,3036670,8593822
BBBPIPO-2-1621,1634834,2979606,8625429
BBBPIPO-2-1623,730514,2953231,8540082
BBBPIPO-2-1624,1525225,2724835,8543617
BBBPIPO-2-1627,1119053,2630154,8716081
BBBPIPO-2-1632,1667803,2792293,8213115
BBBPIPO-2-1633,1440907,3004001,8127273
BBBPIPO-2-1634,1346970,3054277,8123666
BBBPIPO-2-1635,1254743,2994738,8416550
BBBPIPO-2-1637,1416766,3740877,8104575
BBBPIPO-2-1638,1982749,3946504,8381195
BBBPIPO-2-1643,1066791,4208487,8089513
BBBPIPO-2-1644,1702784,4263500,8298958
BBBPIPO-2-1646,1368189,4588769,8071270
BBBPIPO-2-1649,1534583,4815185,8291746
BBBPIPO-2-1650,1185878,4831165,8111716
BBBPIPO-2-1651,1510816,4967213,8250026
BBBPIPO-2-1652,1014228,5022225,7886715
BBBPIPO-2-1655,1879966,4736413,7616742
BBBPIPO-2-1656,1363683,4454984,7657754
BBBPIPO-2-1658,1549391,4085521,7711847
BBBPIPO-2-1659,1887660,4012901,7532737
BBBPIPO-2-1660,1024480,3248802,7680240
BBBPIPO-2-1666,1838137,3290945,7526373
BBBPIPO-2-1667,1326486,3032568,7559890
BBBPIPO-2-1671,1387197,2922684,7921505
BBBPIPO-2-1672,1573346,2730987,7925111
BBBPIPO-2-1616,1789582,4228639,8721313
BBBPIPO-2-3934,1161307,4918931,9845457
BBBPIPO-2-3948,1560787,4811366,9856997
BBBPIPO-2-3949,1279548,4899924,9710032
BBBPIPO-2-3888,1129656,5092936,9385781
BBBPIPO-2-3889,1508054,4854217,9365700
BBBPIPO-2-3890,1444675,4523079,9334799
BBBPIPO-2-3891,1483101,4250701,9469998
BBBPIPO-2-3892,1964810,4070248,9723991
BBBPIPO-2-6205,1191973,4579294,8424399
BBBPIPO-2-6206,836586,3965879,8620621
BBBPIPO-2-6207,1519469,3659913,8844562
BBBPIPO-2-6208,1444500,3373465,8802913
BBBPIPO-2-7508,1531531,4084955,9606045
BBBPIPO-2-7509,1278979,3696471,9599964
BBBPIPO-2-7510,1377789,2749584,8810196
BBBPIPO-2-7511,1390683,4543514,9971973
BBBPIPO-2-7525,968993,3304734,8946597
BBBPIPO-2-7526,1279130,3625477,9318818
BBBPIPO-2-7884,802861,4541746,9671099
BBBPIPO-2-8960,878060,4362778,9842997
BBBPIPO-2-8984,1504183,2847731,8792660
BBBPIPO-2-8985,1378763,3588213,9281130
BBBPIPO-2-8986,1431201,4402517,8927859
BBBPIPO-2-1605,1729560,4161818,9396247
BBBPIPO-2-1618,1316226,3493248,8742526
BBBPIPO-2-3974,1376425,4582716,9642433
BBBPIPO-2-6264,1713826,4205093,8569497
BBBPIPO-2-1596,1209940,3589415,9540143
BBBPIPO-2-1603,1042811,3584607,9416258
BBBPIPO-2-1604,1893338,3591607,9460169
BBBPIPO-2-1606,1396339,4565434,9026571
BBBPIPO-2-1608,1901827,4758616,9010166
BBBPIPO-2-1609,1331571,4781809,9029400
BBBPIPO-2-1622,1775747,3014113,8538597
BBBPIPO-2-1625,1614635,2667843,8626066
BBBPIPO-2-1626,854806,2656953,8578973
BBBPIPO-2-1628,1598605,2638710,8534990
BBBPIPO-2-1629,1452697,2643730,8438046
BBBPIPO-2-1630,2003757,2685096,8458906
BBBPIPO-2-1631,1517140,2689975,8408772
BBBPIPO-2-1636,1228057,3051590,8358284
BBBPIPO-2-1639,1358845,4049388,8128404
BBBPIPO-2-1640,1719644,3995577,8093119
BBBPIPO-2-1641,1472454,4053631,8057693
BBBPIPO-2-1645,1918608,4399971,8021065
BBBPIPO-2-1647,1706093,4676662,8140354
BBBPIPO-2-1648,1482453,4697663,8204206
BBBPIPO-2-1653,1578287,5051429,7750031
BBBPIPO-2-1654,1957482,5020033,7719201
BBBPIPO-2-1657,1026967,4350333,7937768
BBBPIPO-2-1662,1456808,3202345,7559820
BBBPIPO-2-1663,1513777,3154756,7564981
BBBPIPO-2-1664,1739548,3177525,7523828
BBBPIPO-2-1668,1294918,2884500,7780083
BBBPIPO-2-1669,1135858,2850842,7760001
BBBPIPO-2-1670,1804472,2825598,7813529
BBBPIPO-2-1673,1496303,2647407,7542000
BBBPIPO-2-2284,1479804,4781173,8112211
BBBPIPO-3-1584,1401954,5873794,9609015
BBBPIPO-3-1521,1651044,5753940,7904534
BBBPIPO-3-1523,1296822,6057925,7573679
BBBPIPO-3-1524,1386020,6152041,7789276
BBBPIPO-3-1527,1761661,6187608,7598145
BBBPIPO-3-1529,1431566,5973284,7604579
BBBPIPO-3-1532,1648194,6910554,7918888
BBBPIPO-3-1533,1295965,7082522,7797832
BBBPIPO-3-1534,1114642,7194175,7785174
BBBPIPO-3-1536,2108775,7406165,7608539
BBBPIPO-3-1538,1625241,7359920,7825904
BBBPIPO-3-1539,1487082,7376891,7783477
BBBPIPO-3-1548,1777521,5779183,8101322
BBBPIPO-3-1553,1736579,5280744,8321161
BBBPIPO-3-1558,1312280,5559132,8632501
BBBPIPO-3-1560,1791337,5673824,8741254
BBBPIPO-3-1567,1888740,6212852,8540223
BBBPIPO-3-1571,1344487,6838429,8913080
BBBPIPO-3-1572,1617260,7069300,8932526
BBBPIPO-3-1574,1232422,5856541,9213318
BBBPIPO-3-1575,1545666,5810013,9406924
BBBPIPO-3-1576,1486948,5758111,9406500
BBBPIPO-3-1580,1614328,5466006,9048067
BBBPIPO-3-1582,1066005,5369132,9583347
BBBPIPO-3-1583,1393257,5649288,9849078
BBBPIPO-3-1585,1522272,5535514,9944466
BBBPIPO-3-1587,1088521,7057632,9631501
BBBPIPO-3-1588,1579258,7143192,9514828
BBBPIPO-3-1514,1505771,5144908,7812115
BBBPIPO-3-1515,1270392,5396921,7647784
BBBPIPO-3-1518,1374930,5768859,7673239
BBBPIPO-3-1519,1765140,5729969,7966689
BBBPIPO-3-1522,1466100,6028863,7749819
BBBPIPO-3-1530,1500999,6654723,7948445
BBBPIPO-3-1537,1669309,7450430,7615186
BBBPIPO-3-1540,1299158,7404680,7822156
BBBPIPO-3-1541,2054526,7380214,7997943
BBBPIPO-3-1542,1460301,7565618,8013358
BBBPIPO-3-1543,1533345,7151607,8000276
BBBPIPO-3-1544,2020253,7065269,8063987
BBBPIPO-3-1546,1372715,6002983,8082584
BBBPIPO-3-1551,1123371,5454692,8025591
BBBPIPO-3-1552,952586,5285976,8211277
BBBPIPO-3-6204,1168082,6336949,7858926
BBBPIPO-3-1531,1850528,6665117,7533586
BBBPIPO-3-1545,1760364,6701958,8421641
BBBPIPO-3-1547,1348990,5958718,8085836
BBBPIPO-3-3893,1550323,6230105,9370084
BBBPIPO-3-3894,1267994,6556011,9136102
BBBPIPO-3-3955,1628135,6832405,9361612
BBBPIPO-3-7507,1185289,7195801,9011085
BBBPIPO-3-7512,1349556,5146818,9582216
BBBPIPO-3-7530,1707223,6220064,9845401
BBBPIPO-3-7531,1831568,6363324,9639916
BBBPIPO-3-7532,1177777,6346707,9901191
BBBPIPO-3-7875,1102399,6830898,8984675
BBBPIPO-3-7876,1517556,6538206,9108086
BBBPIPO-3-7877,1217502,7360189,9957845
BBBPIPO-3-7878,1792264,7369332,9953510
BBBPIPO-3-7880,1386717,7061939,8101824
BBBPIPO-3-1573,1317852,6641995,9190125
BBBPIPO-3-1586,1938513,6957930,9630794
BBBPIPO-3-1589,1811692,7191629,9918940
BBBPIPO-3-1554,1268099,5487997,8949709
BBBPIPO-3-1555,1888725,5483613,8744789
BBBPIPO-3-1556,1703327,5501432,8715656
BBBPIPO-3-1557,1829558,5527453,8758931
BBBPIPO-3-1559,1860954,5632812,8715798
BBBPIPO-3-1561,1322872,5856611,8934647
BBBPIPO-3-1562,983341,5848550,8686736
BBBPIPO-3-1563,902703,5803013,8572467
BBBPIPO-3-1564,1678593,5886381,8620621
BBBPIPO-3-1565,1568023,6079986,8814510
BBBPIPO-3-1566,1143126,6074966,8911454
BBBPIPO-3-1568,1209561,6715534,8606055
BBBPIPO-3-1569,1535875,6693260,8564689
BBBPIPO-3-1570,1388502,6740212,8579962
BBBPIPO-3-1577,1652704,5704371,9463068
BBBPIPO-3-1578,747879,5682168,9411732
BBBPIPO-3-1579,1666226,5524130,9407136
BBBPIPO-3-1581,1791178,5510271,9549689
BBBPIPO-3-1516,1703216,5741777,7546172
BBBPIPO-3-1517,1243910,5736191,7597013
BBBPIPO-3-1520,2197807,5765465,7956648
BBBPIPO-3-1525,1749435,6155505,7562365
BBBPIPO-3-1526,1637483,6181103,7627278
BBBPIPO-3-1528,1198633,6211013,7569083
BBBPIPO-3-1535,1727578,7169497,7543980
BBBPIPO-3-1549,1486071,5787103,8043905
BBBPIPO-3-1550,1593515,5495704,8027005
BBBPIPO-4-1002,1694271,9670109,9510869
BBBPIPO-4-1015,1614230,9277240,9075008
BBBPIPO-4-1025,1148680,9194792,8086897
BBBPIPO-4-1030,1840185,9137304,8444198
BBBPIPO-4-1034,1866482,8741890,8385650
BBBPIPO-4-1039,1575844,8729374,8037541
BBBPIPO-4-1057,1299379,7860693,7786164
BBBPIPO-4-1060,1968830,8008549,7734475
BBBPIPO-4-1062,2022288,8166305,7602175
BBBPIPO-4-1070,1645995,8613267,7596448
BBBPIPO-4-1074,870288,9154487,7944768
BBBPIPO-4-8988,1294488,8705757,9309909
BBBPIPO-4-1006,1196985,7736526,9048774
BBBPIPO-4-1007,1628862,8627763,9230925
BBBPIPO-4-1008,1834676,9229440,9361810
BBBPIPO-4-1009,1447594,9410247,9196560
BBBPIPO-4-1012,1404350,9677887,9413995
BBBPIPO-4-1014,1735551,9834441,9267341
BBBPIPO-4-1017,905367,9217702,9076564
BBBPIPO-4-1021,1818949,9121182,8959537
BBBPIPO-4-1022,1717623,9213106,8928425
BBBPIPO-4-1023,1284228,9215086,8981599
BBBPIPO-4-1024,1462109,9293433,8206044
BBBPIPO-4-1026,1892148,9185175,8205408
BBBPIPO-4-1029,1347651,9155547,8408984
BBBPIPO-4-1032,1457909,8966467,8398660
BBBPIPO-4-1033,1932160,8789054,8387983
BBBPIPO-4-1035,1738587,8759850,8217782
BBBPIPO-4-1036,1588197,8931819,8151880
BBBPIPO-4-1038,1338896,8975164,8092978
BBBPIPO-4-1042,1591937,9067866,8198266
BBBPIPO-4-1043,1406060,8539021,8011519
BBBPIPO-4-1044,1335289,8493413,8035915
BBBPIPO-4-1047,1799956,8027359,8114474
BBBPIPO-4-1048,1621146,8004236,8141839
BBBPIPO-4-1049,1273725,7945334,8111646
BBBPIPO-4-1051,1608161,7908918,8387064
BBBPIPO-4-1052,1220041,7875331,8398024
BBBPIPO-4-1053,1591975,7894705,8068936
BBBPIPO-4-1054,1222031,7678755,8457421
BBBPIPO-4-1055,1586433,7736101,7924899
BBBPIPO-4-1056,1887437,7758517,7837430
BBBPIPO-4-1061,1978356,7930556,7863380
BBBPIPO-4-1063,1761036,8148132,7560951
BBBPIPO-4-1064,1253203,8379003,7564840
BBBPIPO-4-1066,1215442,8553234,7697493
BBBPIPO-4-1068,1487195,8627763,7680947
BBBPIPO-4-1069,1428262,8662765,7710999
BBBPIPO-4-1071,1393404,8850077,7921080
BBBPIPO-4-1072,1056448,9007833,7819893
BBBPIPO-4-1073,1789449,9166225,7665744
BBBPIPO-4-1075,1007924,9353962,7591144
BBBPIPO-4-1076,1673858,9692736,7696433
BBBPIPO-4-6202,1927095,9089999,9055775
BBBPIPO-4-3927,1324782,8904447,9361818
BBBPIPO-4-3932,1823907,7691546,9243660
BBBPIPO-4-3933,1537719,8528655,8316890
BBBPIPO-4-3909,1507683,8400075,8470078
BBBPIPO-4-3910,1065010,7906726,8946456
BBBPIPO-4-3911,1564819,9060512,9747113
BBBPIPO-4-3954,1259468,7901239,9186985
BBBPIPO-4-6177,1733428,7872078,9060300
BBBPIPO-4-6201,2029613,7876957,9171387
BBBPIPO-4-6203,1282010,8956497,9766276
BBBPIPO-4-7120,1117308,8492281,8536263
BBBPIPO-4-7513,1523650,9017944,9870291
BBBPIPO-4-7514,1402471,7943637,8537607
BBBPIPO-4-7515,1698106,7871512,9135819
BBBPIPO-4-7516,1650348,7915918,8985347
BBBPIPO-4-8990,1405988,8291109,8405095
BBBPIPO-4-9853,1010129,8870795,8796974
BBBPIPO-4-9854,1066822,8962154,9800217
BBBPIPO-4-1020,739891,7763183,8925950
BBBPIPO-4-3912,1568030,8935779,9818106
BBBPIPO-4-3928,1468037,7943107,8919975
BBBPIPO-4-8987,1653932,7831490,9137658
BBBPIPO-4-1045,1549949,8445046,8017813
BBBPIPO-4-1046,1025972,8409408,7999711
BBBPIPO-4-1065,1277228,8443137,7957496
BBBPIPO-4-1067,1576472,8378366,7969941
BBBPIPO-4-1001,1719750,9739335,9518010
BBBPIPO-4-1003,1113116,9126980,9799439
BBBPIPO-4-1004,1566930,9117717,9757790
BBBPIPO-4-1005,1429935,9076139,9775326
BBBPIPO-4-1010,1909849,9549689,9225410
BBBPIPO-4-1011,1497417,9542900,9281695
BBBPIPO-4-1013,1137315,9698605,9449845
BBBPIPO-4-1016,1985628,9236087,9015752
BBBPIPO-4-1018,1457105,9207378,9139213
BBBPIPO-4-1019,1390973,9159224,9142112
BBBPIPO-4-1027,2269502,9121960,8172457
BBBPIPO-4-1028,1232746,9172518,8301504
BBBPIPO-4-1031,1484729,9066098,8308928
BBBPIPO-4-1037,1539371,8970922,8153789
BBBPIPO-4-1040,785775,8995600,8066886
BBBPIPO-4-1041,1514648,9066169,8143395
BBBPIPO-4-1050,1296049,7843794,8043481
BBBPIPO-4-1058,1528851,7865855,7822015
BBBPIPO-4-1059,1773173,7867977,7897675
BBBPIPO-5-2073,1913301,422284,5627721
BBBPIPO-5-2079,1453493,388343,5257197
BBBPIPO-5-3940,1247961,2508673,5382638
BBBPIPO-5-3879,1712922,1237790,5213851
BBBPIPO-5-3880,1435417,1248750,5144908
BBBPIPO-5-3905,813111,1069499,5441540
BBBPIPO-5-3906,1874518,1041426,5448399
BBBPIPO-5-7101,1786226,1151947,5243126
BBBPIPO-5-7102,1193648,1061084,5208124
BBBPIPO-5-7103,1706209,1145230,5312068
BBBPIPO-5-7104,1915008,1338765,5044994
BBBPIPO-5-7502,1308961,902975,6013943
BBBPIPO-5-7504,1111461,1121400,5190234
BBBPIPO-5-8971,1638473,1065822,5473501
BBBPIPO-5-8973,1445316,652447,6140020
BBBPIPO-5-8999,1360358,242466,5871178
BBBPIPO-5-9000,1866392,996101,5387658
BBBPIPO-5-2040,1904369,574594,7322373
BBBPIPO-5-2041,2162685,684267,7470088
BBBPIPO-5-2042,1732312,736875,7311413
BBBPIPO-5-2043,1191569,841881,7180952
BBBPIPO-5-2044,1595377,1020850,7252299
BBBPIPO-5-2047,2193653,756462,7107978
BBBPIPO-5-2048,1572003,790828,7070784
BBBPIPO-5-2050,1401392,2034699,7423560
BBBPIPO-5-2051,1257470,1853326,6561243
BBBPIPO-5-2053,1872635,883247,6777547
BBBPIPO-5-2054,1549157,172251,6951142
BBBPIPO-5-2056,1284403,826042,6218155
BBBPIPO-5-2062,1232573,2581646,5668875
BBBPIPO-5-2067,1723144,1547008,5637196
BBBPIPO-5-2068,1658109,969584,5927534
BBBPIPO-5-2074,1903228,495681,5524625
BBBPIPO-5-2075,1789610,171826,5436944
BBBPIPO-5-2076,1304265,136471,5476542
BBBPIPO-5-2082,1756534,2561989,7385588
BBBPIPO-5-2083,2118586,2483712,7377598
BBBPIPO-5-2084,2084797,2395677,7236530
BBBPIPO-5-2085,1421020,2246831,7279310
BBBPIPO-5-2086,1388433,2237356,7045541
BBBPIPO-5-2090,1702812,530825,6950364
BBBPIPO-5-2045,1901987,960887,7053460
BBBPIPO-5-2046,1068066,930411,7055652
BBBPIPO-5-2060,1646746,2558948,5956031
BBBPIPO-5-2061,1481418,2532644,5880512
BBBPIPO-5-2081,1620591,2529886,5361425
BBBPIPO-5-2087,1480823,2195071,7213691
BBBPIPO-5-3878,1783476,1245215,6885098
BBBPIPO-5-3886,1375448,1737644,7046036
BBBPIPO-5-3904,1701789,2481874,5102553
BBBPIPO-5-3957,1697444,1797274,7566233
BBBPIPO-5-7503,1594776,828517,6300533
BBBPIPO-5-7505,1809786,1790677,6608337
BBBPIPO-5-7589,1718506,2328566,7066478
BBBPIPO-5-7590,1298746,1203234,6248539
BBBPIPO-5-7592,1459778,1265417,7346153
BBBPIPO-5-7879,1718865,2481874,5102553
BBBPIPO-5-8991,1602647,2590980,5362556
BBBPIPO-5-8992,1001817,654922,7188306
BBBPIPO-5-2052,1243033,1220466,6761355
BBBPIPO-5-2058,1608632,2070196,6135070
BBBPIPO-5-2059,1774973,2449771,6430075
BBBPIPO-5-2088,764111,2438881,6920383
BBBPIPO-5-2049,1223953,1153644,7450430
BBBPIPO-5-3941,960299,1074024,5784911
BBBPIPO-5-6247,1541977,613556,5812629
BBBPIPO-5-6248,1437912,613203,5753586
BBBPIPO-5-6250,1511682,2576272,5518685
BBBPIPO-5-6186,1617052,1074024,5784911
BBBPIPO-5-6224,1293482,1095803,5791416
BBBPIPO-5-6225,1424906,932391,5468339
BBBPIPO-5-2057,966412,830709,6107422
BBBPIPO-5-2063,1236641,2056407,5744394
BBBPIPO-5-2064,1179524,2013840,5818074
BBBPIPO-5-2065,1819881,1994041,5738878
BBBPIPO-5-2066,1506273,2024446,5670289
BBBPIPO-5-2069,1282037,769897,5611033
BBBPIPO-5-2070,1338097,749108,5578082
BBBPIPO-5-2071,1534444,755897,5463814
BBBPIPO-5-2072,1618881,675852,5572142
BBBPIPO-5-2078,1773524,701096,5466288
BBBPIPO-5-2080,1362520,667296,5041883
BBBPIPO-5-3881,1291134,889257,5528443
BBBPIPO-5-3885,1383289,1939876,5716675
BBBPIPO-5-3907,2007462,723016,5435883
BBBPIPO-5-6187,1876896,668498,5466359
BBBPIPO-5-6188,1136848,690984,5441045
BBBPIPO-5-6189,1441417,741472,5435812
BBBPIPO-5-6190,1398280,768271,5510836
BBBPIPO-5-7105,1566873,853407,5410144
BBBPIPO-5-7126,1514233,755402,6056864
BBBPIPO-5-7127,1291033,1956493,5722685
BBBPIPO-5-7501,893110,1951049,5779042
BBBPIPO-5-7529,1026784,753775,6122130
BBBPIPO-5-7591,957327,749108,5578082
BBBPIPO-5-8972,792689,788848,5437933
BBBPIPO-6-1675,1613778,2741877,7440460
BBBPIPO-6-1682,1541525,3192657,7446470
BBBPIPO-6-1690,1582539,4302179,7367911
BBBPIPO-6-1701,1391246,4730261,6768708
BBBPIPO-6-1712,1277663,3877773,6085360
BBBPIPO-6-1743,1542045,3270015,5775294
BBBPIPO-6-1747,1217219,2754746,5078582
BBBPIPO-6-1748,1026686,2874247,5077875
BBBPIPO-6-1765,1210754,4139968,5346575
BBBPIPO-6-1753,1720026,3743423,5349969
BBBPIPO-6-1754,1578574,3830114,5056803
BBBPIPO-6-1756,1920298,3894532,5036226
BBBPIPO-6-1757,1255268,3890006,5343393
BBBPIPO-6-1758,1597511,3937029,5246873
BBBPIPO-6-1676,1317881,2633760,7281290
BBBPIPO-6-1677,1694146,2957615,7262905
BBBPIPO-6-1681,1422597,3142806,7381770
BBBPIPO-6-1683,1523759,3638559,7100978
BBBPIPO-6-1684,867784,3769656,7442228
BBBPIPO-6-1685,1270358,4052782,7091220
BBBPIPO-6-1692,1535087,4387526,7057703
BBBPIPO-6-1693,1165558,4585304,7373285
BBBPIPO-6-1694,2025111,4637701,7028146
BBBPIPO-6-1695,1226003,4888158,7094473
BBBPIPO-6-1696,1580244,4941191,7334182
BBBPIPO-6-1697,1760567,5014730,7433177
BBBPIPO-6-1698,1648429,5023852,6916352
BBBPIPO-6-1699,1626334,4931221,6744525
BBBPIPO-6-1700,1514372,4779900,6870390
